city,title,location,rating,room_type,price,guests,beds,bathrooms
LA,Private Lux Pool House View Walk to Beverly Hills,South Robertson,4.47,Entire guesthouse,140.00,2.00,1.00,1.00
LA,Bohemian Style 1 Bdrm DTLA Loft | Rooftop Pool!,Downtown,4.84,Entire loft,105.00,3.00,1.00,1.00
LA,Relax and Re-energize in a Luxurious Room with Private Bath,Long Beach,4.92,Private room,69.00,2.00,1.00,1.00
LA,Luxurious Hollywood Hills Oasis+Spa/Jacuzzi/Steam,Laurel Canyon,4.93,Entire house,183.00,2.00,1.00,1.50
LA,Venice Studio 1.5 miles from Beach,Venice,4.88,Entire house,109.00,3.00,1.00,1.00
LA,Universal Studios Hotel + Hollywood,North Hollywood,4.80,Private room,49.00,3.00,2.00,1.00
LA,Cozy Pool Studio Centrally Located near Metro stop,South LA,4.78,Entire guest suite,78.00,2.00,1.00,1.00
LA,STUDIO 23 ~ 5min walk to Metro & Wiltern KOREATOWN,Mid-Wilshire,4.45,Apartment room,70.00,2.00,1.00,1.00
LA,Luxurious Malibu Home with Amazing Views!,Malibu,4.54,Entire house,1081.00,10.00,4.00,3.50
LA,Malibu Beachfront Luxury Condo | 4 ppl,Malibu,4.09,Entire house,451.00,4.00,2.00,1.00
LA,Newly Renovated Studio/Guest House,Glendale,4.91,Entire guesthouse,74.00,2.00,1.00,1.00
LA,"Stylish, comfortable Studio with Mountain Views",Glendale,4.99,Entire guest suite,99.00,2.00,1.00,1.00
LA,private guest suite in the heart of Venice BCH.,Venice,4.91,Entire apartment,85.00,2.00,1.00,1.00
LA,THE HIDDEN LADY,Topanga,4.82,Entire apartment,180.00,2.00,1.00,1.00
LA,Drive to Venice Beach from a Historic Los Angeles District,Mid-City,4.99,Private room,75.00,2.00,1.00,1.00
LA,"Stylish Apt Near Beach, Sony Studios, Nfl Network & Parking",Palms,4.85,Entire apartment,146.00,3.00,1.00,1.00
LA,Hollywood Hills Zen Retreat with Gorgeous Views,Hollywood Hills,4.97,Private room,279.00,2.00,1.00,1.00
LA,private Space/Treehouse in a  mid century home.,South Pasadena,4.91,Private room,85.00,2.00,1.00,1.00
LA,South American-Inspired Villa in Silver Lake,Echo Park,4.91,Entire house,151.00,6.00,2.00,2.00
LA,Private cottage with garden,Venice,4.74,Entire guesthouse,135.00,4.00,1.00,1.00
LA,Rustic Studio Loft Backhouse,Long Beach,4.73,Entire guesthouse,74.00,4.00,3.00,1.00
LA,Hyde Suites at Lincoln,Long Beach,4.85,Entire guest suite,80.00,3.00,2.00,1.00
LA,Mexican inspired room in the heart of Hollywood!,Hollywood,4.91,Private room,70.00,2.00,1.00,1.00
LA,Beautiful Loft in the CENTER OF LA,Downtown,4.16,Entire loft,92.00,4.00,3.00,1.50
LA,The Rose Beach Oasis,Venice,4.75,Entire house,125.00,4.00,1.00,1.00
LA,Culver Urban Oasis - Relax in Total Privacy!!,Culver City,4.92,Entire guesthouse,114.00,2.00,0.00,1.00
LA,S.B2- Affordable Private Room w/ AC in Central LA,Mid-Wilshire,4.86,Private room,42.00,2.00,1.00,1.00
LA,Romantic Guesthouse with a Private Yard in Westwood,Westside,4.99,Entire guesthouse,122.00,3.00,1.00,1.00
LA,STUDIO 26 ~ Koreatown ~Free Parking & Walk Wiltern,Mid-Wilshire,4.62,Apartment room,70.00,2.00,1.00,1.00
LA,The Tiki Hut Studio,North Hollywood,4.57,Entire guest suite,66.00,4.00,2.00,1.00
LA,Rustic Studio with Private Garden Patio,Montecito Heights,4.86,Private room,102.00,4.00,2.00,1.00
LA,Stunning One Bedroom-Fully Furnished,Hollywood,4.95,Entire apartment,73.00,3.00,1.00,1.00
LA,Tranquil Guesthouse Oasis with a Hot Tub,Culver City,4.92,Entire guesthouse,135.00,3.00,1.00,1.00
LA,Renovated Silver Lake House with Private Backyard,Silver Lake,4.97,Entire house,159.00,4.00,2.00,1.00
LA,Modern Studio With Private Entrance Near LAX and Beach Towns,Torrance,4.90,Entire guest suite,94.00,2.00,1.00,1.00
LA,"2 Bedrooms + Free 2 Car Parkings, Hollywood",Hollywood,4.61,Entire guest suite,118.00,4.00,2.00,1.00
LA,HOLLYWOOD HILLS SKYLINE VIEW STUDIO,Hollywood Hills,4.58,Entire guest suite,165.00,2.00,2.00,1.00
LA,Silver Lake Master Suite: Deck+Views+Walkable,Silver Lake,4.86,Entire house,57.00,2.00,1.00,1.00
LA,Private Suite in  Luxury Home near LAX,Westchester/Playa Del Rey,4.81,Entire apartment,146.00,2.00,1.00,1.00
city,title,location,rating,room_type,price,guests,beds,bathrooms
NYC,Chic Designer Home Guest Studio,Queens,4.89,Entire townhouse,76.00,2.00,1.00,1.00
NYC,Modern Beautiful Bedford Stuyvesant Brownstone,Brooklyn,4.78,Entire apartment,105.00,6.00,3.00,1.00
NYC,Gorgeous Room! Close to Time Square,Hell's Kitchen,4.51,Private room,49.00,2.00,1.00,1.00
NYC,Loft Brief Distance from NYC!,Jersey City,4.73,Entire apartment,64.00,3.00,2.00,1.00
NYC,Cottage by the Water,Queens,4.94,Entire cottage,215.00,5.00,3.00,1.50
NYC,1 BR apt. Open for long term/short term,Chinatown,4.68,Entire apartment,65.00,2.00,1.00,1.00
NYC,White shared space with 0min to bus stop,Brooklyn,4.70,Shared room,65.00,1.00,2.00,1.00
NYC,FULLY Furnished Studio  Manhattan,West Village,4.78,Entire apartment,95.00,2.00,0.00,1.00
NYC,NYC/NJ Sanitized Studio w Private Bath & Entrance,Jersey City,4.73,Entire guest suite,59.00,4.00,2.00,1.00
NYC,The Artist's Experience,Hell's Kitchen,4.90,Private room,100.00,2.00,1.00,1.00
NYC,Midtown Manhattan Hideaway Disinfected &Sanitized!,Hell's Kitchen,4.50,Entire apartment,104.00,2.00,1.00,1.00
NYC,LARGE SUNNY ROOM 15 MIN to NYC !,Jersey City,4.82,Private room,49.00,2.00,1.00,1.00
NYC,JUST-RENOVATED: Gem-like UES writer's studio,Upper East Side,4.54,Entire apartment,85.00,2.00,1.00,1.00
NYC,LARGE 2 Bedroom Midtown Manhattan Apartment!,Hell's Kitchen,4.72,Entire apartment,124.00,4.00,2.00,1.00
NYC,Apt near Museum Mile,Upper East Side,4.62,Entire apartment,79.00,3.00,1.00,1.00
NYC,"HEART OF BROOKLYN, QUEEN BED, 1 BLOCK FROM SUBWAY!",Brooklyn,4.53,Private room,35.00,1.00,1.00,2.00
NYC,Brooklyn Room Available (furnished),Brooklyn,4.67,Private room,45.00,2.00,1.00,1.00
NYC,Very Large Private Room on quiet st,The Bronx,4.57,Private room,30.00,3.00,1.00,1.00
NYC,"Affordable, Private, Simple & Clean NYC Flat!",Manhattan,4.37,Entire apartment,107.00,5.00,4.00,1.00
NYC,"The Hotel @ New York City, Queen Bed",Midtown,4.04,Hotel room,95.00,2.00,1.00,1.00
NYC,Bright Big 2BR 15 Minutes Time Square Upto 8 Guest,Union City,4.38,Entire house,55.00,8.00,3.00,1.00
NYC,Brooklyn Brownstone In Historic Bed Stuy - LEGAL,Brooklyn,4.65,Entire townhouse,126.00,6.00,3.00,1.00
NYC,Bright room with private bathroom and rooftop,Manhattan,4.52,Private room,129.00,2.00,1.00,1.00
NYC,LARGE 2 Bedroom Midtown Manhattan Apartment!,Hell's Kitchen,4.72,Entire apartment,124.00,4.00,2.00,1.00
NYC,LARGE SUNNY ROOM 15 MIN to NYC !,Jersey City,4.82,Private room,49.00,2.00,1.00,1.00
NYC,Skylight BR in Gorgeous Rooftop Apt,Bushwick,4.73,Private room,66.00,2.00,1.00,1.00
NYC,Brooklyn Room Available (furnished),Brooklyn,4.67,Private room,45.00,2.00,1.00,1.00
NYC,Gorgeous Room! Close to Time Square,Hell's Kitchen,4.51,Private room,49.00,2.00,1.00,1.00
NYC,Accessible Two Bedded Large One Bedroom in Midtown,boutique hotel,4.12,Room,298.00,6.00,2.00,1.00
NYC,BROOKLYN Downtown/Dumbo Loft for 6,Downtown Brooklyn,4.76,Entire loft,147.00,6.00,4.00,1.50
NYC,Bushwick Oasis,Bushwick,4.85,Entire apartment,100.00,2.00,1.00,1.00
NYC,Williamsburg Penthouse Guestroom,Williamsburg,4.68,Private room,68.00,2.00,1.00,1.00
NYC,Hudson Yard Unique Place,Hell's Kitchen,4.47,Entire apartment,150.00,2.00,1.00,1.00
NYC,Super clean room in renovated historic brownstone,Brooklyn,4.78,Private room,39.00,2.00,1.00,1.50
NYC,Bright GF 2BR 18 Minutes Time Square Upto 8 Guest,Jersey City,4.13,Entire house,56.00,8.00,4.00,1.00
NYC,"2 Bedrooms apt,Modern New Renovated",Brooklyn,4.22,Private room,100.00,8.00,4.00,1.00
NYC,"Private Bath + 2 Beds Option, 15 mins to Manhattan",Bushwick,4.90,Private room,50.00,2.00,2.00,1.00
NYC,HUGE beautiful E. Villager 2nd Av,East Village,4.46,Entire apartment,74.00,5.00,3.00,1.00
NYC,City King,Manhattan,4.65,Hotel room,79.00,2.00,1.00,1.00
NYC,Affordable Modern/Luxury 2 Bedroom Apt,Brooklyn,4.55,Entire apartment,145.00,4.00,2.00,1.00
NYC,Bushwick Oasis,Bushwick,4.85,Entire apartment,100.00,2.00,1.00,1.00
NYC,Bright GF 2BR 18 Minutes Time Square Upto 8 Guest,Jersey City,4.13,Entire house,56.00,8.00,4.00,1.00
NYC,Clean style apt. Central midtwn near Javits,Hell's Kitchen,4.51,Private room,149.00,4.00,1.00,1.00
NYC,"Great location, cozy, near F, G, R!",Park Slope,4.84,Entire townhouse,160.00,4.00,3.00,1.00
NYC,HUGE beautiful E. Villager 2nd Av,East Village,4.46,Entire apartment,74.00,5.00,3.00,1.00
NYC,"Sunny, Clean + Sanitized Apartment w Outdoor Space",Flatbush,4.80,Entire house,75.00,6.00,3.00,1.00
NYC,"Private Bath + 2 Beds Option, 15 mins to Manhattan",Bushwick,4.90,Private room,50.00,2.00,2.00,1.00
NYC,Studio in the Best location in Manhattan,West Village,4.24,Entire apartment,61.00,2.00,1.00,1.00
NYC,Spacious Room in East Village Architects Home,East Village,4.96,Private room,124.00,3.00,1.00,1.00
NYC,The Brownstone-Luxury 1 Bd Apt/NYC,Manhattan,4.85,Entire apartment,157.00,2.00,1.00,1.00
NYC,Exposed Brick Brownstone Apt!,Jersey City,4.82,Entire apartment,89.00,2.00,1.00,1.00
NYC,WeLive Wall Street -- Studio Apartment,Manhattan,4.82,Hotel room,214.00,2.00,1.00,1.00
NYC,Beautiful Modern Brooklyn Gem,East Flatbush,4.74,Entire apartment,69.00,4.00,2.00,1.50
NYC,Posh Junior loft only 17 mins from Manhattan (NYC),Jersey City,4.85,Entire loft,60.00,3.00,1.00,1.00
NYC,Affordable Modern/Luxury 2 Bedroom Apt,Brooklyn,4.55,Entire apartment,145.00,4.00,2.00,1.00
NYC,Sun-drenched 1BD in Upper East Side,Manhattan,4.67,Private room,78.00,2.00,1.00,1.00
NYC,Unique sunny loft in Manhattan!,Manhattan,4.62,Entire loft,248.00,3.00,2.00,1.00
NYC,Visit Hudson Yard /NYC 42rd ST or Time Square,Jersey City,4.52,Entire condominium,76.00,6.00,3.00,1.00
NYC,Williamsburg Penthouse Hideaway,Williamsburg,4.61,Private room,62.00,2.00,1.00,1.00
NYC,One Bedroom Mini studio - Free WIFI,Queens,4.67,Entire apartment,119.00,3.00,2.00,1.00
NYC,Park Slope Green Guest House,Park Slope,4.93,Entire apartment,90.00,3.00,1.00,1.00
NYC,"Private room in Queens, Ny # 1",Glendale,4.89,Private room,25.00,1.00,2.00,1.00
NYC,Private Bedroom in the heart of SoHo,Soho,4.86,Private room,40.00,1.00,1.00,1.00
NYC,Queen Room City,Midtown,4.50,Hotel room,79.00,2.00,1.00,1.00
NYC,13 Minutes to Times Square!!,Union City,4.54,Entire apartment,50.00,3.00,2.00,1.00
NYC,Room in Peaceful Bushwick loft,Bushwick,4.61,Private room,26.00,2.00,1.00,1.00
NYC,Stylish Midtown Retreat COVID-19 FREE HOME.,Hell's Kitchen,4.54,Entire apartment,91.00,3.00,2.00,1.00
NYC,Cozy Private Bedroom in Artsy Stuyvesant Madison,Brooklyn,5.00,Private room,32.00,2.00,1.00,2.00
NYC,Contemporary bedroom in brownstone with nice view,Brooklyn,4.61,Private room,40.00,2.00,1.00,1.00
NYC,SUNNY ROOM IN WILLIAMSBURG - 1 BLOCK TO METRO!!,Williamsburg,4.52,Private room,30.00,2.00,2.00,1.00
NYC,Queen Room Sky,Midtown,4.83,Hotel room,129.00,2.00,1.00,1.00
NYC,HIGH END QUEEN BED -EXPOSED BRICK IN WILLIAMSBURG,Williamsburg,4.35,Private room,34.00,2.00,1.00,1.00
NYC,Amazing Loft: Cleaning CDC guidelines implemented,Greenpoint,4.86,Entire apartment,98.00,4.00,1.00,1.00
NYC,24 Lex Prime Location of East NYC 15min to TimeSq,Kips Bay,4.40,Entire apartment,36.00,3.00,2.00,1.00
NYC,Loved by NYLocals Private Room SoHo,Soho,4.59,Private room,67.00,2.00,1.00,1.00
NYC,NYC Private Apt by Subway and Yankee Stadium,Morrisania,4.74,Entire townhouse,54.00,6.00,3.00,1.00
NYC,JUST-RENOVATED: Gem-like UES writer's studio,Upper East Side,4.54,Entire apartment,90.00,2.00,1.00,1.00
NYC,Bronx Room Near Yankees + Harlem,Morris Heights,4.21,Private room,45.00,2.00,1.00,1.00
NYC,"Modern, Well-Appointed Room in NYC!",Brooklyn,4.75,Private room,40.00,2.00,1.00,2.00
NYC,Modern Rooftop Loft W/ Private Ensuite & Cityviews,Crown Heights,4.79,Private room,75.00,2.00,1.00,1.50
NYC,SUPERCUTE BEDROOM 2 DOUBLE BEDS PRIVATE BATHROOM,Bushwick,4.76,Private room,21.00,2.00,2.00,1.00
NYC,Charming Suite in Historic Home,Stapleton,4.89,Entire guest suite,65.00,4.00,2.00,1.00
NYC,Bright Stylish Room near Express Train to Midtown,Washington Heights,4.84,Private room,43.00,2.00,1.00,1.00
NYC,"Private room in Queens, Ny # 1",Glendale,4.89,Private room,25.00,1.00,2.00,1.00
NYC,"Luxury 4BR, mins to NYC, private entry, parking",West New York,5.00,Entire apartment,39.00,5.00,5.00,1.00
NYC,Spacious apartment with a balcony and rooftop,Brooklyn,4.50,Entire apartment,99.00,4.00,2.00,1.00
NYC,"#2 Cozy 1 bedroom apartment,2 block to CENTRALPARK",Manhattan,4.59,Entire apartment,45.00,6.00,3.00,1.00
NYC,Nice Private room in quiet 2 level Brownstone!,Brooklyn,4.85,Private room,49.00,1.00,1.00,2.00
NYC,Queen Room City ADA,Midtown,4.80,Hotel room,79.00,2.00,1.00,1.00
NYC,"Times Square,1 min far from Ur Room, Amazing view",Times Square/Theatre District,4.62,Private room,95.00,2.00,1.00,1.00
NYC,Cozy Room in Family Home..BKLYN!!!,Brooklyn,4.07,Private room,40.00,2.00,1.00,1.00
NYC,Simple Suite with Private Bathroom,Crown Heights,4.65,Entire guest suite,55.00,2.00,1.00,1.00
NYC,Cute Tiny Room 1 Guest Only by LaGuardia Airport,East Elmhurst,4.93,Private room,48.00,1.00,1.00,2.00
NYC,Uptown Chic - Hoboken,Hoboken,4.87,Entire apartment,65.00,2.00,1.00,1.00
NYC,Quiet stylish room near Express Train to Midtown,Washington Heights,4.90,Private room,43.00,2.00,1.00,1.00
NYC,Super clean room in renovated historic brownstone,Brooklyn,4.78,Private room,39.00,2.00,1.00,1.50
NYC,"Cozy, comfort close to LaGuardia Airport",East Elmhurst,4.97,Entire house,31.00,3.00,3.00,1.00
NYC,Centrally Located Comfy 2BR Midtown Apartment,Hell's Kitchen,4.73,Entire apartment,94.00,6.00,2.00,1.00
NYC,White shared space with 0min to bus stop,Brooklyn,4.70,Shared room,65.00,1.00,2.00,1.00
NYC,"Comfy, Cozy Studio at the Grand Old Mansion",Crown Heights,4.70,Entire apartment,65.00,2.00,1.00,1.00
NYC,"Joy's Place! Cozy, Comfortable and Quaint home",Brooklyn,4.77,Entire apartment,68.00,4.00,2.00,1.00
NYC,Huge Brownstone! Private Room! Clean! City in 15!,Brooklyn,4.79,Private room,41.00,1.00,1.00,2.00
NYC,Good Deal! Cozy room Near NYC/EWR,Elizabeth,4.63,Private room,29.00,2.00,2.00,2.00
NYC,Coop-style Living for mid-to-long term guests,Brooklyn,4.87,Private room,39.00,2.00,2.00,2.00
NYC,Private 1 Bedroom Apt in Hoboken 10 mins to NYC,Hoboken,4.69,Entire apartment,73.00,3.00,1.00,1.00
NYC,Stylish Midtown Retreat COVID-19 FREE HOME.,Hell's Kitchen,4.54,Entire apartment,90.00,3.00,2.00,1.00
NYC,Cozy Room near Empire State Building!,Kips Bay,4.36,Private room,55.00,2.00,1.00,1.00
NYC,Loft Style Apartment Train Ride Away from NYC!,Jersey City,4.84,Entire apartment,61.00,3.00,2.00,1.00
NYC,Artists Pad Prospect Park,Flatbush,4.43,Private room,35.00,4.00,2.00,1.00
NYC,Freshly NewPrivateROOM by the7train*15minToMidtown,Queens,4.83,Private room,35.00,2.00,1.00,1.00
NYC,Cozy Urban Retreat,Crown Heights,5.00,Entire apartment,75.00,4.00,1.00,1.00
NYC,Private Apartment by Columbus Circle,Hell's Kitchen,4.77,Entire apartment,70.00,3.00,1.00,1.00
NYC,Midtown Manhattan Cozy Studio by Empire State,Midtown,4.75,Entire apartment,65.00,4.00,0.00,1.00
NYC,13 Minutes to Times Square!!,Union City,4.54,Entire apartment,50.00,3.00,2.00,1.00
NYC,13 Mins to  of Times Square!,Union City,4.49,Entire apartment,46.00,3.00,1.00,1.00
NYC,Modern Rooftop Loft W/ Private Ensuite & Cityviews,Crown Heights,4.79,Private room,78.00,2.00,1.00,1.50
NYC,Cozy Private Room next to Times Square!,Hell's Kitchen,4.52,Private room,72.00,2.00,1.00,1.50
NYC,Heart of Midtown Manhattan,Midtown,4.70,Entire apartment,55.00,4.00,2.00,1.00
NYC,Loft Style Apartment Short Distance from NYC,Jersey City,4.72,Entire apartment,63.00,2.00,1.00,1.00
NYC,Queen Room City ADA,Midtown,4.80,Hotel room,79.00,2.00,1.00,1.00
NYC,Simple Suite with Private Bathroom,Crown Heights,4.65,Entire guest suite,59.00,2.00,1.00,1.00
NYC,Artists Pad Prospect Park,Flatbush,4.43,Private room,35.00,4.00,2.00,1.00
NYC,Private Room in Sunnyside 3,Queens,4.47,Private room,35.00,2.00,1.00,2.00
NYC,Big Bed in Brooklyn Room; close to train,Brooklyn,4.69,Private room,24.00,2.00,1.00,1.00
NYC,"Whole flr w/private bdrm, bath & kitchen(pls read)",Brooklyn,4.47,Entire guest suite,73.00,3.00,3.00,1.00
NYC,NoCleaningFee! Staycation Work Remotely! 2/5 train,Woodlawn,4.79,Private room,29.00,1.00,1.00,1.00
NYC,Hell's Kitchen Enclave: a Diamond in the Rough.,Hell's Kitchen,4.49,Entire apartment,67.00,2.00,1.00,1.00
NYC,Nice Private room in quiet 2 level Brownstone!,Brooklyn,4.85,Private room,43.00,1.00,1.00,2.00
NYC,Cozy yet spacious private brownstone bedroom,Brooklyn,4.57,Private room,35.00,2.00,1.00,1.00
NYC,"Bright, Modern Room in East Village!",Alphabet City,4.83,Private room,75.00,1.00,1.00,1.00
NYC,City Queen  Terrace,Manhattan,5.00,Hotel room,150.00,2.00,1.00,1.00
NYC,Cozy Room near Empire State Building!,Kips Bay,4.36,Private room,55.00,2.00,1.00,1.00
NYC,Spacious Entire Apartment - Close to everything!,Manhattan,4.88,Entire apartment,65.00,5.00,2.00,1.00
NYC,Luxurious and Bright Room Near Time Square,Hell's Kitchen,4.77,Private room,68.00,2.00,1.00,1.00
NYC,BRIGHT AND COZY APARTMENT MINUTES TO NEW YORK CITY,Jersey City,4.94,Entire apartment,78.00,3.00,2.00,1.00
NYC,private Luxury  suite.,Brooklyn,4.70,Entire condominium,98.00,2.00,1.00,1.50
NYC,Grand Suite in Historic Brownstone,Crown Heights,4.68,Entire apartment,53.00,4.00,1.00,1.00
NYC,Brooklyn Chill & Explore,Crown Heights,4.65,Private room,40.00,2.00,1.00,1.00
NYC,Times Square Best Location Studio Entire Apartment,Midtown,4.74,Entire apartment,191.00,2.00,1.00,1.00
NYC,New Private studio-apartment,Manhattan,4.70,Entire apartment,105.00,4.00,1.00,1.00
NYC,Williamsburg 3 Bedroom Loft,Williamsburg,4.59,Entire apartment,120.00,6.00,3.00,1.00
NYC,Loft Style Apartment Train Ride Away from NYC!,Jersey City,4.84,Entire apartment,61.00,3.00,2.00,1.00
NYC,TRIBE  Luxury in Midtown Manhattan / Times Sq,Hell's Kitchen,4.94,Entire condominium,206.00,2.00,1.00,1.00
NYC,Luxurious 2 bedroom home close to Airport and City,East Elmhurst,4.64,Entire apartment,109.00,8.00,3.00,1.00
NYC,Cozy Apartment Near Times Squa COVID-19 Sanitized,Hell's Kitchen,4.46,Entire apartment,79.00,3.00,1.00,1.00
NYC,Huge 5BR Townhouse - LEGAL NYC B&B!,Manhattan,4.79,Entire townhouse,650.00,13.00,6.00,2.50
NYC,Brand New Apartment Earshot from NYC,Jersey City,4.84,Entire apartment,61.00,2.00,1.00,1.00
NYC,The Brownstone 2 / Luxury 1 Bd Apt,Manhattan,4.94,Entire condominium,157.00,2.00,1.00,1.00
NYC,PARADISE CONDO MINUTES TO NYC *FREE PARKING*,North Bergen,4.85,Entire condominium,85.00,4.00,2.00,1.00
NYC,Luxurious  one bedroom apartment in a quiet area.,Baychester,4.79,Entire apartment,95.00,2.00,1.00,1.00
NYC,Bright New Brooklyn Studio,Brooklyn,4.19,Entire apartment,44.00,2.00,1.00,1.00
NYC,Sunny Private Studio-Apartment,Manhattan,4.66,Entire apartment,105.00,4.00,1.00,1.00
NYC,"WeLive Wall Street -- 4 Bedroom, Water View",Manhattan,4.84,Hotel room,674.00,8.00,4.00,1.50
NYC,Loft Style Apartment Short Distance from NYC,Jersey City,4.72,Entire apartment,63.00,2.00,1.00,1.00
NYC,Medium-to-long term Brooklyn Living made easy,Brooklyn,4.84,Private room,35.00,2.00,1.00,2.00
NYC,NoCleaningFee! Staycation Work Remotely! 2/5 train,Woodlawn,4.79,Private room,29.00,1.00,1.00,1.00
NYC,Luxury Brooklyn condo overlooking a park,Crown Heights,4.78,Entire apartment,73.00,4.00,2.00,1.00
NYC,Bushwick Garden Apartment,Bushwick,4.93,Entire apartment,100.00,4.00,2.00,1.00
NYC,Completely Renovated Loft 30 Min From NYC!,Jersey City,4.77,Entire apartment,61.00,3.00,1.00,1.00
NYC,1 STUDIO apartment 70-s streets,Upper West Side,4.64,Entire apartment,54.00,2.00,2.00,1.00
NYC,Comfortable cool -  Manhattan - up to 2 guests,Hell's Kitchen,4.53,Private room,54.00,2.00,1.00,1.00
NYC,Private bedroom 3 stops from Grand Central,Mott Haven,4.74,Private room,33.00,3.00,2.00,2.00
NYC,Small Room CLOSE TO CENTRAL PARK,Manhattan,3.76,Private room,30.00,1.00,0.00,1.00
NYC,TRIBE  Luxury in Midtown Manhattan / Times Sq,Hell's Kitchen,4.94,Entire condominium,206.00,2.00,1.00,1.00
NYC,Williamsburg Penthouse Hideaway,Williamsburg,4.61,Private room,62.00,2.00,1.00,1.00
NYC,13 Mins to  of Times Square!,Union City,4.49,Entire apartment,46.00,3.00,1.00,1.00
NYC,"Cozy Modern Studio in Astoria,20 min to Manhattan",Queens,4.89,Entire apartment,69.00,3.00,1.00,1.00
NYC,West Side Charm - Central Park! Uh,Manhattan,4.40,Entire apartment,100.00,2.00,1.00,1.00
NYC,"Sunny, private room in Brooklyn!",Brooklyn,4.79,Private room,25.00,1.00,1.00,1.00
NYC,Entire studio fully renovated,Queens,4.32,Entire house,76.00,2.00,1.00,1.00
NYC,Flat Macdonough,Brooklyn,4.64,Entire apartment,125.00,4.00,2.00,1.00
NYC,"HUGE mid-century modern, sun-drenched flat",Crown Heights,4.86,Entire apartment,65.00,2.00,1.00,1.00
NYC,Big 1 Bedroom Brooklyn Ditmas Park,Flatbush,4.91,Private room,59.00,2.00,1.00,1.00
NYC,Luxury Garden Escape in Trendy Williamsburg 1 BR,Williamsburg,4.84,Entire apartment,129.00,3.00,1.00,1.00
NYC,Comfortable cool -  Manhattan - up to 2 guests,Hell's Kitchen,4.53,Private room,55.00,2.00,1.00,1.00
NYC,Williamsburg Penthouse Hideaway,Williamsburg,4.61,Private room,63.00,2.00,1.00,1.00
NYC,Private bedroom 3 stops from Grand Central,Mott Haven,4.74,Private room,34.00,3.00,2.00,2.00
NYC,"Designer 1BR with exposed brick, 30 mins to NYC",Jersey City,4.98,Entire apartment,68.00,4.00,1.00,1.00
NYC,Room Nearby train station to Times Square NYC,Queens,4.83,Private room,40.00,1.00,1.00,1.00
NYC,Cozy midtown apt next to metro & Empire State bldg,Kips Bay,4.63,Entire apartment,46.00,3.00,1.00,1.00
NYC,Stunning Brand New Renovation,Jersey City,4.66,Entire apartment,69.00,2.00,1.00,1.00
NYC,"Private Bath + 2 Beds Option, 15 mins to Manhattan",Bushwick,4.90,Private room,50.00,2.00,2.00,1.00
NYC,Big 1 Bedroom Brooklyn Ditmas Park,Flatbush,4.91,Private room,60.00,2.00,1.00,1.00
NYC,Filomenas,Queens,4.75,Entire apartment,92.00,2.00,1.00,1.00
NYC,Twice As Better Home Inn,Jamaica,4.75,Entire apartment,63.00,3.00,2.00,1.00
NYC,BROOKLYN Quiet Den,Brooklyn,4.73,Private room,34.00,1.00,1.00,1.00
NYC,MIDTOWN MANHTTAN COZY STUDIO WITH TWO DOUBLE BEDS,Midtown,4.75,Entire apartment,71.00,4.00,0.00,1.00
NYC,Welcome to New York City,Brooklyn,4.85,Entire apartment,105.00,2.00,1.00,1.00
NYC,Simple Living for Medium to Long Term Guests,Brooklyn,4.81,Private room,32.00,3.00,2.00,2.00
NYC,Private room in Sunnyside 1,Queens,4.49,Private room,38.00,2.00,1.00,2.00
NYC,"Stylish & Inviting Brownstone Apt, Close to Subway",Manhattan,4.92,Entire apartment,63.00,4.00,0.00,1.00
NYC,Williamsburg TreeHouse Cabin In The Sky,Williamsburg,4.80,Entire loft,139.00,2.00,1.00,1.00
NYC,Quiet stylish room near Express Train to Midtown,Washington Heights,4.90,Private room,43.00,2.00,1.00,1.00
NYC,Contemporary bedroom in brownstone with nice view,Brooklyn,4.61,Private room,40.00,2.00,1.00,1.00
NYC,Cozy|Private apt JUST 20 MIN TO NYC! 45% Discount,North Bergen,4.80,Entire house,69.00,4.00,2.00,1.00
NYC,"Small, Cozy room in Central Harlem neighborhood",Manhattan,4.66,Private room,36.00,2.00,1.00,1.00
NYC,Cozy yet spacious private brownstone bedroom,Brooklyn,4.57,Private room,40.00,2.00,1.00,1.00
NYC,Room Nearby train station to Times Square NYC,Queens,4.83,Private room,40.00,1.00,1.00,1.00
NYC,"Entire studio apt,two blocks from Times Square 1",Hell's Kitchen,4.85,Entire apartment,49.00,2.00,1.00,1.00
NYC,Beautiful Bedroom & Bathroom in Brooklyn Oasis,East Flatbush,4.94,Private room,37.00,1.00,1.00,1.00
NYC,*1 Bed Apt - Excellent Location! Close to NYC/EWR*,Elizabeth,4.78,Entire apartment,65.00,4.00,1.00,1.00
NYC,Artists Pad Prospect Park,Flatbush,4.43,Private room,40.00,4.00,2.00,1.00
NYC,Studio Upper East Side,Upper East Side,4.75,Entire apartment,68.00,2.00,1.00,1.00
NYC,Brooklyn Apartment steps away from Brooklyn Museum,Crown Heights,4.83,Private room,40.00,2.00,1.00,1.00
NYC,Courtyard Queen,Manhattan,5.00,Hotel room,79.00,2.00,1.00,1.00
NYC,The Red Room/pet friendly,Brooklyn,4.41,Private room,21.00,3.00,2.00,2.00
NYC,Courtyard King,Manhattan,4.00,Hotel room,79.00,2.00,1.00,1.00
NYC,33 2B Entire 2 BR Apartment near NYC and EWR,Irvington,4.47,Entire apartment,65.00,5.00,2.00,1.00
